longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-11821,339,410,9410,2330,9730,2530,19583,1023000
-11822,339,350,16490,4240,17860,3880,14091,1056000
-11822,339,300,10070,2600,11120,2380,17262,1156000
-1182,3392,360,4140,1040,4770,1300,36719,1304000
-1182,3392,450,12830,,10250,2480,32798,1412000
-1182,3392,390,10500,2170,8950,2070,31538,1556000
-11821,3391,370,10730,2650,11970,2500,27109,1330000
-11821,3392,410,17220,3630,14320,3260,32976,1512000
-11821,3392,360,6020,1500,6450,1450,31964,1154000
-11818,3391,410,12600,2990,15350,3220,30134,1281000
-11818,3391,360,11380,2380,8780,2240,20625,1344000
-11819,3391,430,15310,3570,15090,3760,26354,1281000
-11819,3391,330,9150,2250,8260,2120,27708,1174000
-11819,3392,350,9150,2410,11530,2520,3305,1158000
-11819,3391,350,26950,7480,29350,7060,20134,1324000
-1182,3391,430,13810,2780,14940,2980,35878,1184000
-1182,339,330,14350,3220,12980,2990,27813,1051000
-1182,3391,360,22830,4990,18360,4620,28793,1181000
-11819,339,360,10730,2710,13850,2880,23214,1048000
-11819,339,320,27620,6520,26770,6320,25719,1056000
-11819,339,360,23260,5430,20730,4940,19952,1129000
-11819,3389,310,8860,2240,11540,2470,21071,995000
-11819,3389,320,16960,4380,16390,3760,20357,1073000
-1182,3389,370,23940,5680,24990,5510,25321,1051000
-1182,339,340,15520,4440,20930,4130,22125,1032000
-11819,3389,380,40180,9860,37020,9270,29293,1136000
-1182,3389,400,25380,5640,21700,5410,27212,1079000
-11821,3389,420,12540,2250,9290,2350,43646,1162000
-11821,3389,390,15650,3640,13890,3600,27443,1139000
-11821,3389,420,17390,3700,11040,2970,22125,1207000
-11821,339,430,18100,3570,13350,3580,31189,1188000
-11821,3389,450,12110,2340,11280,2610,34792,1107000
-11821,3388,380,9290,1660,6860,1830,34485,1194000
-11821,3388,290,19760,4440,12540,3710,21782,1268000
-11822,3389,260,2660,750,2520,590,21211,1381000
-11822,3389,410,9900,2280,7760,2070,2125,1202000
-11822,3389,370,7970,1900,4850,1660,27434,952000
-11822,3389,360,8730,2400,10860,2170,225,1266000
-11823,3389,160,50030,11800,41450,11590,21389,1334000
-11824,3389,340,14790,3320,11660,3220,26165,1009000
-11822,3391,270,5000,1590,7320,1620,27426,1031000
-11822,339,220,3120,1070,5830,1190,19423,984000
-11822,339,400,18020,4960,20960,4680,23542,979000
-11823,339,310,21430,5220,22760,5190,18095,1008000
-11823,339,340,24620,5530,23340,5020,1641,968000
-11823,339,280,11080,2840,14980,2890,24706,888000
-11823,339,450,12850,2380,8400,2110,34107,1125000
-11824,339,380,20550,4420,15180,4250,23382,1030000
-11824,339,350,10790,2470,10550,2430,2375,936000
-11824,339,390,6420,1290,4750,1230,12083,926000
-11825,339,370,21190,4420,13720,4060,19605,1062000
-11824,339,400,13080,2720,9010,2570,28269,980000
-11825,339,380,12010,2230,7330,2060,33804,1058000
-11825,3389,350,15820,3910,19570,4040,24537,915000
-11824,3389,320,11320,2660,12110,2790,21838,983000
-11825,3389,410,14760,2860,10860,2780,24632,1117000
-11825,3389,360,4060,710,2680,770,39,1158000
-11825,3389,340,13670,2880,11830,2860,26812,1041000
-11826,3389,360,22300,4170,13950,3810,28493,1096000
-11826,3389,360,9230,1650,6030,1910,35687,1207000
-11824,3388,370,18430,3660,12070,3510,24821,1110000
-11825,3388,370,10270,2170,10420,2540,22121,986000
-11825,3389,370,10420,2130,6990,1960,29643,1032000
-11825,3389,360,15270,3090,11540,2790,33095,1055000
-11826,3388,390,17560,3200,10550,3220,32375,1052000
-11826,3388,400,5190,1020,3300,950,30972,1085000
-11826,3388,360,12120,2220,7750,2240,55591,1365000
-11822,3388,370,11490,2800,10160,2500,2125,1019000
-11822,3388,350,9980,3130,13350,3110,16574,1025000
-11823,3389,350,12550,3440,17820,3430,21949,951000
-11823,3388,350,8420,2010,7630,1890,26719,1098000
-11823,3388,410,19410,3670,12040,3230,30417,1137000
-11823,3389,360,25980,5140,18720,5140,31667,1177000
-11822,3386,160,87320,14890,39440,14930,51948,2035000
-11824,3385,250,95940,14890,52370,14960,59684,1933000
-11823,3384,250,11060,2070,8880,2160,53307,2070000
-11824,3383,220,73680,13670,47210,13420,48438,2131000
-11825,3384,190,17310,4200,10320,3640,38125,2081000
-11825,3387,180,68120,12630,37040,12160,425,1692000
-11825,3386,260,30220,4760,18520,4520,60531,1864000
-11826,3385,250,23240,3260,10870,3280,5293,2070000
-11826,3385,240,90710,13350,45580,13270,5542,1975000
-11827,3386,330,16850,3330,14840,3180,43527,1670000
-11827,3386,290,25870,4890,21150,4750,37466,1686000
-11827,3386,260,10970,1670,7010,1880,65799,1966000
-11828,3385,270,4890,980,4030,970,5144,1808000
-11828,3384,270,23260,5330,16970,5460,38633,1879000
-11828,3383,180,59230,14090,38870,13220,34712,1944000
-11829,3384,110,22740,6170,18970,6220,35094,1629000
-11829,3384,330,8960,2080,8430,2000,35,1830000
-11829,3384,340,26170,5580,13960,5150,5061,2180000
-11829,3384,230,36260,7990,23210,7310,47393,2379000
-11829,3383,240,40920,8930,28190,8930,41378,2165000
-11828,3382,260,45860,10420,36800,10270,4174,2051000
-11829,3382,210,43830,9010,26890,9130,34375,2188000
-11829,3381,190,70230,15380,39930,14120,50532,2182000
-11829,338,210,99440,16230,41850,15820,4526,3294000
-11828,3382,300,36150,7600,28130,7520,53849,2177000
-11828,3381,290,27550,5080,20460,4880,52034,2124000
-11827,3382,360,15930,3340,14270,3200,44015,1669000
-11827,3382,330,15960,3370,16500,3290,43687,1735000
-11827,3382,370,9430,2180,8030,2160,52287,1911000
-11827,3381,100,18810,5710,17690,5530,39286,1140000
-11827,3381,420,8650,2080,8110,2180,38621,1653000
-11827,3381,380,16070,3370,11300,3340,44821,1907000
-11827,3382,390,13570,2490,7630,2290,425,2003000
-11827,338,280,46980,9020,32870,8810,48508,2159000
-11827,3384,240,63030,12770,37280,12520,39227,2086000
-11828,3383,280,8800,1680,7170,1420,45469,1757000
-11827,3383,280,21520,4150,16230,4290,435,2005000
-11827,3383,340,11240,2450,7170,2420,31667,1869000
-11826,3383,240,30590,,20640,6290,35518,1846000
-11827,3382,280,16420,4340,15750,4200,41292,2019000
-11826,3382,280,50910,10740,47530,10330,36477,1174000
-11826,3383,280,41120,8610,32110,8410,44539,1922000
-11821,3384,280,8220,2050,6270,1920,34583,1663000
-11822,3384,350,11310,2730,10070,2690,40219,1683000
-11822,3384,380,19280,4290,13580,3990,40687,1603000
-11822,3383,420,13700,2990,10180,3280,44474,1602000
-11822,3383,440,17920,4040,11150,3580,39091,1744000
-11822,3383,430,14260,2720,8710,2760,37083,1752000
-11821,3383,380,7930,1930,6010,1870,28837,1761000
-11807,3393,50,9060,1870,14530,1580,4125,1719000
-11808,3393,390,8590,1640,6730,1720,37143,1582000
-11808,3393,390,14780,3240,11270,3200,3525,1580000
-11808,3392,380,13350,,10110,2690,36908,1575000
-11808,3392,390,16310,3220,10340,3280,45382,1657000
-11807,3392,360,15600,3200,13480,3140,3622,1740000
-11808,3392,340,21180,4370,14140,4420,37238,1668000
-11808,3393,330,22630,5110,16260,4570,35556,1728000
-11808,3393,340,15580,3750,11790,3370,32188,1651000
-11809,3392,360,23810,4190,16690,4440,46976,1711000
-11809,3392,360,8470,1850,7130,1940,48542,1674000
-11809,3392,360,12260,2110,7110,2190,45699,1708000
-11809,3392,330,8790,1810,5470,1690,53146,1686000
-11809,3392,310,19830,4190,11570,3900,35455,1683000
-11809,3393,370,19500,3560,11830,3380,41449,1753000
-1181,3392,350,20170,3830,13880,3860,40774,1716000
-1181,3393,360,11240,2170,7070,2340,4375,1745000
-1181,3393,330,14740,3250,12050,3350,31397,1668000
-11811,3392,320,10160,1900,7290,1770,43,1513000
-11811,3392,340,14140,2630,9830,2640,41767,1566000
-1181,3394,330,6390,1290,4600,1180,31607,1890000
-1181,3393,350,16220,3020,8450,2840,45769,1861000
-1181,3395,340,36350,7810,21710,7200,37308,1969000
-1181,3395,270,16660,3650,9950,3540,45694,2043000
-11811,3395,360,20490,3340,11050,3630,48036,2613000
-1181,3394,340,19470,2840,8410,2770,61814,4536000
-11811,3395,340,23190,3340,9410,3560,64319,4523000
-11811,3395,340,17230,2790,6170,2520,67501,4000000
-11812,3397,330,30990,8390,20250,7500,3183,1911000
-11812,3396,380,13010,2640,8770,2750,4625,1913000
-11811,3396,290,27840,5820,12780,5500,43882,2616000
-11812,3395,350,16040,2800,8020,2800,5752,2910000
-11812,3396,340,28630,4510,12430,4660,60723,2972000
-11812,3396,380,21050,3480,9560,3500,44125,2460000
-11812,3396,360,14260,2350,6980,2400,48523,2673000
-11812,3397,350,7080,1450,4710,1530,32,1974000
-11813,3397,360,17590,2950,8370,2670,46992,2519000
-11813,3396,360,19330,3410,9580,3350,44732,2660000
-11813,3396,380,10400,2020,5570,2280,40,2547000
-11814,3396,340,27440,5410,13330,5030,40536,2772000
-11813,3396,350,15000,2500,7060,2500,45625,2535000
-11813,3397,340,17360,2970,8230,2920,54042,2416000
-11813,3395,370,17090,3330,7780,3440,39036,3266000
-11814,3395,440,18120,3380,8220,3140,67744,2941000
-11814,3395,420,14130,2280,6300,2190,68564,3000000
-11814,3395,370,14620,2430,6000,2360,52015,3020000
-11814,3395,360,19420,3550,8910,3480,36635,2821000
-11815,3396,330,24180,4850,13970,4770,31083,2855000
-11815,3395,310,10530,2300,6860,2110,40,2632000
-11812,3395,360,27520,4590,12110,4520,50526,2698000
-11812,3394,350,18130,3130,8250,3160,52485,3238000
-11812,3394,330,23940,5760,11660,5480,27317,2647000
-11813,3394,340,5220,1380,3730,1390,35481,2650000
-11813,3395,240,66620,18520,37920,17350,31104,2300000
-11811,3393,350,26700,4930,11960,4880,38427,2835000
-11811,3394,370,14340,2620,7860,2560,44375,2449000
-11811,3394,320,20980,3780,10360,3850,50258,2554000
-11812,3394,310,22100,5190,10470,4720,33292,2713000
-11812,3394,330,22060,3930,9730,3640,4675,2830000
-11811,3394,360,19490,3190,9090,3250,51587,2966000
-11811,3393,170,12050,3470,7360,3420,32011,1625000
-11812,3392,270,63360,16280,46730,15050,25893,1837000
-11812,3393,270,5800,1430,4660,1330,30909,1875000
-11813,3392,280,30690,8640,19320,8350,24925,1772000
-11813,3393,380,20400,4580,17750,4450,35227,2024000
-11813,3392,360,9840,1830,6150,2060,41786,2015000
-11814,3392,310,37310,8530,23130,8010,32237,2182000
-11814,3393,310,32050,7270,16470,6640,33681,2239000
-11814,3393,320,20650,4380,10750,4420,44279,2264000
-11815,3393,300,30960,6280,16760,5870,46583,2073000
-11813,3393,340,21220,5170,15780,4880,31496,1919000
-11813,3393,190,17930,4470,12220,4520,26862,1958000
-11814,3394,310,28410,7740,16120,7080,29205,1966000
-11814,3394,350,29870,6010,15610,6060,40039,2265000
-11815,3394,360,19480,3410,9920,3630,42594,2424000
-11815,3394,370,15940,3210,10030,3230,33289,1997000
-11815,3395,350,27530,7020,15920,6140,27875,2090000
-11816,3394,250,33410,7890,16850,7510,36936,2383000
-11815,3393,250,19480,4330,11280,4290,37614,2559000
-11816,3394,250,56750,12240,33170,11190,39352,2329000
-11815,3393,420,18390,3460,10340,3390,49808,2123000
-11815,3393,340,17450,4040,10840,4100,33411,2205000
-11816,3392,360,20620,3510,11340,3580,44881,2189000
-11814,3392,350,23780,5590,17990,5460,39327,1905000
-11815,3392,360,18900,4000,12320,3860,4375,1842000
-11815,3392,400,13350,2810,8040,2820,43194,1984000
-11815,3392,280,10380,2520,9120,2450,25875,1612000
-11815,3392,300,9150,2340,6460,2110,25208,1828000
-11811,3391,190,30560,7590,15610,7400,31369,1969000
-11812,3391,340,6820,1320,4910,1440,46389,1738000
-11812,3391,350,6200,1220,3810,1240,37917,1839000
-11812,3391,350,15180,2790,8570,2510,36917,1975000
-11813,3391,350,5610,1040,2610,1050,49375,1838000
-11813,3391,340,9160,1620,5520,1640,49107,2220000
-11814,3391,360,10960,2040,5690,2010,4475,1823000
-11814,3391,340,20110,4720,10870,4230,30465,1878000
-1181,3391,400,5130,1000,3990,990,4875,1676000
-1181,3391,360,10800,2010,7190,2010,42679,1758000
-1181,3391,360,7260,,4900,1300,36389,1676000
-1181,339,350,11510,2480,8090,2460,47813,1600000
-11811,3391,290,8890,1660,5970,1630,49609,1867000
-11811,3391,220,19810,4720,12310,4570,40878,1537000
-1181,3391,290,5050,1130,4110,1130,26397,1644000
-11809,3391,140,23690,6040,15460,4640,37969,1594000
-11809,3391,340,15820,3430,13560,3240,34211,1411000
-11809,3391,360,14420,2710,9900,2680,40517,1622000
-11809,3392,350,19940,4190,14910,4280,37383,1662000
-1181,3391,350,15920,3350,12380,3200,49732,1650000
-11808,3391,360,15510,2970,11000,3220,51187,1681000
-11808,3391,300,13660,4600,9200,4100,9946,1599000
-11809,339,360,12150,2790,8620,2850,37604,1587000
-11809,339,370,11120,2220,7710,2240,42132,1646000
-1181,3391,350,16530,3250,10720,3010,32708,1597000
-11808,3391,300,32590,9420,27440,8950,28608,1656000
-11807,3391,290,23870,5700,19780,5480,31957,1592000
-11808,3391,180,15730,3960,12000,3650,2895,1469000
-11806,3391,240,48800,10440,45160,10500,41387,1577000
-11806,3391,210,28630,7010,14890,6210,32031,1807000
-11806,3391,360,13600,2710,9090,2750,46731,1733000
-11807,3391,350,22280,4630,15580,4270,4023,1577000
-11805,339,410,5500,1290,6420,1250,1875,1199000
-11805,339,360,10470,2270,9750,2390,31897,1550000
-11806,339,370,11610,2540,8820,2360,44167,1580000
-11806,3389,260,24830,4120,15380,4490,51104,2205000
-11807,3389,290,11380,2170,9640,2220,4537,1853000
-11807,3389,170,22230,5440,20080,5120,30777,1608000
-11807,3389,350,11450,2740,16510,2650,3125,1203000
-11808,3389,280,10350,2750,15450,2690,30357,1234000
-11808,3389,350,10710,2900,14120,2740,31917,1149000
-11808,3389,370,11520,2590,9810,2250,32857,1536000
-11807,339,390,25020,5460,18490,5180,38846,1641000
-11807,339,420,10070,2240,7760,2280,38672,1627000
-11807,339,450,17760,3530,11800,3370,46406,1692000
-11808,339,440,11670,2370,7330,2370,42083,1683000
-11808,339,420,17680,3720,11550,3680,3558,1611000
-11809,339,370,11470,2580,7420,2420,40461,1535000
-11809,339,330,33260,7200,25330,6890,31441,1763000
-1181,339,430,12370,2430,7760,2460,4325,1660000
-1181,339,400,18800,3770,12290,3780,44167,1746000
-11808,3389,410,8340,1660,6030,1790,37321,1675000
-11809,3389,420,11500,2150,7080,2040,36875,1715000
-11809,3389,420,9910,,7170,2190,40926,1644000
-11809,3389,270,33990,8820,24650,8110,3099,1666000
-1181,3389,340,22420,4360,14830,4430,44934,1856000
-1181,339,370,10610,2020,7680,2060,475,1619000
-1181,339,370,7960,1750,7400,1830,36,1564000
-1181,3389,360,7690,1420,4980,1370,47159,1821000
-1181,3389,350,9940,2030,6020,1850,35865,1780000
-11811,339,350,26040,4950,14650,4700,44896,1846000
-11811,339,260,41730,8930,24710,8630,35052,1960000
-11811,3389,350,11390,1970,7720,2330,4375,2047000
-11811,3388,350,16230,3040,8680,2720,35893,2760000
-11811,3389,340,25080,5940,15490,5450,32069,2365000
-11811,339,350,13230,2690,10840,2400,50753,1780000
-11811,339,360,13470,2780,7480,2780,51423,1831000
-11811,3391,360,10880,2310,6170,2110,38824,1931000
-11812,3391,360,14320,2650,7490,2610,35772,2074000
-11812,3391,360,20530,3860,10230,3940,30,2166000
-11813,339,380,14750,2690,8270,2650,47663,1916000
-11813,3391,360,19670,3160,9100,3060,44948,1906000
-11814,3391,370,9320,1710,5780,1750,4375,1776000
-11814,339,260,21450,4710,11500,4290,35972,2258000
-11814,3391,340,17660,4100,9740,4040,30703,1808000
-11814,3391,320,19810,4720,13710,4310,31204,2042000
-11815,3391,350,15900,3500,12990,3350,40313,1632000
-11815,3391,380,9010,2050,7600,2080,29643,1474000
-11815,339,200,28500,7370,18550,6620,2809,1446000
-11816,339,280,24100,6160,23990,5940,27339,1567000
-11816,3391,280,29220,7390,30130,6730,29531,1271000
-11816,3391,350,14030,3380,14150,3670,30967,1440000
-11815,3391,350,5740,1160,6100,1470,33182,1333000
-11815,3391,250,20530,5780,17210,5070,23456,1461000
-11816,3391,60,34450,8470,24670,7120,31507,1440000
-11817,339,120,36530,9930,32150,8540,28681,1142000
-11817,3391,420,8560,1670,7480,1950,38,1458000
-11817,3391,370,14990,2880,12370,3440,39333,1623000
-11818,339,250,17090,4420,11770,4100,24333,1550000
-11818,339,320,14520,3650,18880,3660,35461,1464000
-11818,339,320,7780,2270,9330,2090,27292,1438000
-11818,339,310,25360,6030,26250,5760,30909,1509000
-11818,339,340,12480,3200,19600,3380,31012,1404000
-11816,3389,380,4830,1130,3890,1080,21859,1438000
-11816,3389,60,16550,5360,12010,4870,17344,1458000
-11817,3389,520,630,120,470,80,72423,3500000
-11817,3389,110,36050,8800,36370,8730,26328,1607000
-11818,3389,250,58960,14640,41490,13620,26742,1319000
-11815,3389,300,44260,9950,41960,9210,3274,1483000
-11815,3388,240,42320,10920,26880,10350,252,1460000
-11815,3389,330,28480,6410,23190,6470,3407,1908000
-11816,3389,460,9400,2190,5990,2140,32813,1909000
-11816,3388,300,16940,3980,11810,3830,29779,1695000
-11813,339,360,18140,3500,8860,3470,34868,2084000
-11813,3389,330,36680,8670,23680,8450,28906,2049000
-11814,3389,330,28670,7860,17740,7050,29292,1834000
-11813,3389,360,5990,1250,3610,1390,50395,2258000
-11813,339,360,14770,3050,7880,2910,3625,1958000
-11814,339,390,13790,2820,8830,2910,33375,1801000
-11813,339,350,14580,2610,6860,2360,39038,2027000
-11812,339,350,34780,7300,18850,6730,29375,2065000
-11812,3389,220,68760,19600,51620,18790,29293,1708000
-11812,3389,290,26660,8480,20300,7810,25432,1809000
-11812,339,380,12220,2820,7560,2560,4125,1739000
-11812,3388,250,17680,5590,9830,4880,26184,2438000
-11812,3388,400,23440,5710,13050,5440,31923,1919000
-11813,3388,320,30880,10240,19810,9560,22027,1927000
-11813,3389,290,28230,7370,17230,6780,27121,1655000
-11814,3389,370,11590,2380,7400,2430,49107,1796000
-11814,3389,390,17440,3390,10480,3300,45735,1955000
-11814,3388,300,25960,5800,16620,5390,40507,1795000
-11814,3389,330,12500,2760,8660,2680,41708,1750000
-11814,3388,410,15310,3430,11190,3410,43646,1614000
-11814,3388,240,33050,9820,20850,8810,26641,1682000
-11815,3387,290,26900,6590,17470,6170,33713,1982000
-11811,3388,190,32030,7080,17610,6670,40911,2397000
-11811,3387,330,13790,2540,7950,2970,46713,2318000
-11811,3387,150,32540,5980,17720,6180,50417,2408000
-11812,3387,210,37640,10810,19190,9770,25057,1563000
-11812,3388,360,10830,2180,5570,2100,30795,2184000
-11813,3388,320,17880,4590,11310,4610,35278,1661000
-11813,3387,200,36380,8680,23260,8220,33304,1946000
-11814,3387,210,66180,17730,43960,16490,30989,1714000
-11804,3388,170,48070,8380,30590,8530,57619,2973000
-11804,3387,170,23580,3960,13870,3640,6299,2858000
-11806,3388,170,71870,10730,38440,10680,65901,3374000
-11805,3387,180,49280,7730,29520,7540,58855,3138000
-11807,3388,160,49340,8250,26680,8100,5748,2842000
-11807,3388,170,24070,5390,14220,5240,42619,1397000
-11807,3388,180,24360,3750,13030,3860,61968,3447000
-11807,3387,180,34050,5560,19450,5090,57652,2991000
-11808,3386,170,22590,3830,13780,3860,58733,2870000
-11808,3385,190,42610,6780,26210,6610,62427,2887000
-11807,3386,170,36660,5620,21040,5790,56818,3389000
-11807,3385,160,37710,6060,21960,5640,70113,3197000
-11806,3386,160,56030,9380,30450,8930,50778,2937000
-11805,3386,160,28510,6260,19850,6030,54089,2656000
-11803,3387,160,23060,3930,13680,3870,593,2776000
-11804,3387,180,46260,8220,27940,7630,56917,2751000
-11804,3386,210,28700,4370,16710,4700,72628,3227000
-11805,3386,160,26760,3910,13770,3950,65513,3504000
-11806,3385,160,48510,7260,25270,7040,60142,4374000
-1181,3388,180,80460,12210,42760,12280,65515,3196000
-1181,3386,210,30520,6240,15880,5680,43397,2681000
-11809,3385,190,81200,13710,50260,13450,63093,2865000
-1181,3385,190,9930,1740,5720,1750,57039,2776000
-11808,3388,270,30650,7360,18400,7190,36417,2081000
-11809,3388,270,31190,6350,18870,5670,38654,1953000
-11807,3389,320,18190,3860,16790,3600,35562,1460000
-11808,3389,330,21310,4350,20450,4260,40,1457000
-11808,3388,270,9230,1860,10140,2040,3825,1595000
-11808,3388,300,19010,5190,26850,4960,32639,1201000
-11808,3388,260,15070,2700,9310,2750,51645,2449000
-11808,3387,230,25360,5520,20120,5560,41406,2008000
-11807,3387,280,23990,4360,16130,4290,36339,2201000
-11809,3387,310,34980,7280,20980,6970,39837,2460000
-11807,3386,310,29430,5180,17030,4720,37091,2259000
-11807,3386,280,17890,3520,13470,3300,3425,1897000
-11808,3386,260,7780,1730,5390,1860,32679,2365000
-11808,3386,290,32600,7830,19690,7370,35268,2155000
-11808,3386,290,10180,2350,6840,2480,33333,1988000
-11808,3384,310,23770,6000,20420,5930,3625,1704000
-11808,3384,310,29060,5780,18060,5530,48448,1946000
-11809,3384,230,44120,9100,23800,8250,454,2131000
-11809,3384,270,15940,2950,10610,3200,47917,2177000
-11808,3385,220,10550,2040,6820,2160,60,1913000
-11808,3384,280,42160,9480,29970,8960,37961,1627000
-11808,3384,250,36960,9530,28270,8600,33438,1533000
-11806,3384,260,69600,14540,43670,14370,47953,2109000
-11806,3384,200,56430,12310,38410,11950,40542,1684000
-11807,3382,270,34810,5760,16600,5600,57965,2282000
-11808,3382,260,42590,5880,16440,5810,62519,3457000
-11808,3383,300,21880,5560,27270,5250,27759,1368000
-11808,3382,300,26360,6520,34120,6490,28095,1183000
-11807,3383,170,48220,11680,38680,11170,25978,1429000
-11811,3386,330,23890,4100,12290,3930,53889,2349000
-11811,3386,350,12550,2520,6850,2790,42,2269000
-11812,3386,440,26630,5110,12770,4620,43194,1995000
-11812,3387,430,16330,3550,8370,3500,30405,1880000
-11813,3387,450,16060,3000,7350,2950,46765,1984000
-11813,3386,450,13200,2560,6450,2560,44,2095000
-11813,3386,450,18660,3430,9190,3440,35833,2002000
-11814,3387,440,16610,3150,9850,3190,43942,2195000
-11814,3386,430,21040,3820,10710,3960,50,2089000
-11814,3386,440,14360,2570,7450,2330,4625,2134000
-11814,3386,440,12760,2340,5380,2130,48667,2183000
-11814,3387,440,16070,2710,7990,2830,5084,2141000
-11815,3386,360,15780,3120,8270,3110,48942,1941000
-11815,3386,340,24030,4130,13850,3860,44934,2138000
-11816,3388,330,21800,5220,16340,4670,30114,1670000
-11815,3387,330,23730,5520,16730,5710,30685,1818000
-11816,3387,320,18540,4710,13630,4780,26406,1567000
-11816,3388,180,22870,6620,18040,5370,19903,1703000
-11817,3388,290,8150,2060,5900,1830,30052,1667000
-11817,3388,420,16450,3710,11610,3510,30893,1627000
-11818,3388,470,8820,1850,5360,1740,4625,1630000
-11818,3388,440,13080,2670,7830,2370,47361,1677000
-11818,3388,420,23260,5030,18320,5010,31713,1610000
-11819,3387,270,47010,13590,25710,12160,25417,1841000
-11819,3387,350,17690,4360,11660,3860,2875,1783000
-11819,3386,420,19990,4310,10600,3990,37031,1671000
-11819,3386,460,18240,4380,12000,4510,34375,1567000
-11819,3386,380,20090,5240,14490,4510,27045,1554000
-11819,3386,350,11330,2960,7740,2710,22381,1375000
-11819,3386,360,20130,5460,16590,5220,31215,1536000
-1182,3386,270,27320,8670,16900,7940,26465,1602000
-11819,3387,420,12130,2690,6280,2290,36987,1521000
-1182,3388,400,16990,3460,11880,3290,42083,1473000
-1182,3388,400,29450,7250,28580,6900,32368,1369000
-11821,3388,310,13320,4170,14050,3630,20125,1430000
-11821,3388,320,15070,3790,10820,3500,3225,1382000
-1182,3387,260,7030,2020,7570,2120,2525,1555000
-1182,3387,420,14820,3100,10520,3170,39469,1582000
-1182,3387,360,15540,2730,9740,2640,42135,1614000
-11817,3387,400,24620,5870,18210,5360,35646,1626000
-11817,3386,440,17010,3960,10910,3840,3025,1623000
-11817,3387,490,19370,4450,13390,4400,30319,1628000
-11817,3387,480,22580,5090,13950,4920,3765,1648000
-11817,3387,450,21100,4940,14040,4540,29803,1659000
-11818,3387,440,21370,4610,11260,4390,34408,1729000
-11818,3387,440,18320,4010,10560,4050,40658,1751000
-11818,3387,380,26640,6260,16270,6040,37527,1619000
-11816,3386,260,66070,16630,40660,15580,25068,1563000
-11817,3386,100,16640,5080,13690,4930,29886,1750000
-11817,3385,390,22470,5260,16700,5250,307,1730000
-11818,3385,380,35960,8620,24160,8320,36897,1698000
-11818,3386,430,27520,6450,16740,6140,36719,1613000
-11818,3386,390,29250,7320,17020,6420,2375,1608000
-11817,3386,400,13010,3420,9540,3360,23804,1580000
-11814,3386,370,14040,2570,6520,2580,42062,1954000
-11815,3385,300,40710,10670,21440,9700,27268,2181000
-11815,3385,360,14350,2490,6060,2340,41439,2126000
-11815,3385,360,14910,2590,6990,2660,40781,2173000
-11815,3386,320,26300,5590,10690,4910,24659,2090000
-11816,3385,360,26680,4730,13150,4780,40714,2156000
-11816,3385,360,19790,3390,9520,3390,40815,2162000
-11813,3386,370,22590,4250,11830,4130,51805,2016000
-11813,3385,360,21100,4160,11280,4030,46019,2084000
-11813,3385,360,18850,3910,10490,4050,355,2128000
-11814,3386,360,17740,3480,9340,3330,48571,2033000
-11814,3386,360,17030,3250,8450,3080,50106,2108000
-1181,3385,280,28250,4700,13520,4690,52639,2420000
-1181,3385,360,14730,2530,7130,2570,59493,2280000
-1181,3385,360,9560,1590,4160,1570,46429,2237000
-11811,3385,360,8870,1630,4820,1570,4125,2195000
-11811,3385,360,24180,3890,11380,3870,48393,2163000
-11811,3386,360,27500,4870,13860,4580,49904,2217000
-11812,3386,340,21160,4270,9720,3960,48516,2136000
-11812,3385,370,25840,4530,13330,4810,43661,2199000
-11812,3385,370,23860,4090,11010,3990,46908,2182000
-1181,3384,350,17900,2690,9240,2630,5296,2262000
-1181,3384,360,19150,3160,8500,3190,47222,2258000
-1181,3383,370,20590,3490,8250,3340,40603,2252000
-11811,3383,360,17260,2870,8200,2880,55767,2181000
-1181,3384,360,15570,2700,6970,2510,45417,2196000
-1181,3384,360,25720,4210,13180,4340,51836,2197000
-1181,3384,360,6900,1090,3160,1040,37813,2091000
-11811,3384,370,15880,2720,6920,2450,48594,2203000
-11811,3384,360,17560,2970,7980,2870,55581,2183000
-11812,3384,370,21430,3820,10470,3770,44423,2160000
-11812,3384,370,27060,4620,13310,4760,50719,2200000
-11811,3384,360,10740,1880,4960,1960,4625,2174000
-11811,3384,360,15230,2630,7170,2780,4875,2189000
-11811,3383,360,17840,3030,9640,2990,42703,2209000
-11812,3383,440,17120,3140,6910,2930,43594,2213000
-11812,3384,370,12420,2210,5650,2130,41094,2158000
-11811,3384,360,14630,2570,7220,2600,48438,2263000
-11813,3384,350,30080,6740,15840,6710,35465,2132000
-11813,3384,460,24390,4290,9440,3740,42841,3124000
-11813,3383,440,17100,3330,7860,3440,42917,3147000
-11814,3384,430,21070,4390,8760,4290,32024,3394000
-11813,3384,480,18950,2940,8810,2930,63364,3074000
-11814,3384,450,19080,3610,8900,3420,4575,3360000
-11814,3384,440,30430,6190,13160,6070,44286,2549000
-11814,3384,360,30020,4840,13220,4710,4933,2289000
-11815,3384,290,24480,3540,8940,3490,76526,4813000
-11815,3384,360,29870,4910,13600,4970,48013,2241000
-11815,3384,370,15080,2520,6350,2410,375,2213000
-11816,3384,360,24440,4320,11990,4240,41538,2188000
-11816,3384,360,13480,2340,6430,2210,36447,2110000
-11816,3384,360,28310,5730,14620,5690,38646,2146000
-11816,3384,360,22200,3670,10020,3510,50719,2195000
