Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35
1,0,60678,-2712,67119,4068,52881,-4407,50508,3729,70508,-7797,57966,-2034,53220,7797,64068,11864,56949,-2373,53220,678,71525,-3390,52881,-3390,57262,750,58644,-339,58983,-2712,50169,6780,1
1,0,49515,9709,29612,5825,34951,0,57282,-2427,58252,2427,33495,4854,52427,485,47087,-10680,43204,485,34951,5825,18932,25728,31068,-15049,36547,3815,39320,17476,26214,0,37379,-1942,1
1,0,98822,2187,93102,34100,83904,35222,74706,48906,73584,51879,55076,60179,43130,66237,31800,70443,28379,68873,7515,73696,6338,71284,-16489,69714,-16556,60510,-16209,55805,-34717,44195,-33483,37465,1
1,0,97905,15810,90112,35237,82039,48561,71760,64888,58827,73743,40349,83156,25140,84804,4700,85475,-12193,79749,-26180,80754,-37835,71676,-51034,58324,-57587,46040,-61899,30796,-65754,18345,-64134,2968,1
1,0,99701,21677,91966,47030,76902,62415,53312,78120,36774,88291,10107,83312,-6827,89274,-28269,72073,-43707,61688,-55769,48120,-65000,35534,-64658,15908,-66651,2277,-64872,-13462,-54615,-22949,-47201,-35032,1
1,0,94331,19959,96132,40803,80514,56569,56687,70830,41836,83230,14939,89489,5167,93682,-24742,83939,-42811,75554,-50251,62563,-65515,50428,-68851,30912,-77097,15619,-75406,-4399,-75199,-17921,-66932,-34367,1
1,0,93972,28082,80486,52821,58167,73151,34961,80511,10797,90403,-20015,89335,-39730,82163,-58835,62867,-76305,40368,-81262,18888,-81317,-4284,-75273,-26883,-63237,-46438,-46422,-61446,-26389,-70835,-8937,-71273,1
1,0,89835,35157,67333,62233,43898,94353,-3643,80510,-22838,75334,-25137,48816,-57377,28415,-66750,10591,-47359,-6193,-81056,-6011,-33197,-47592,-12897,-53620,7158,-51925,24321,-43478,36586,-30057,42805,13297,1
1,0,29073,10025,23308,17293,3759,34336,12030,26316,6266,21303,-4725,12767,-6333,7907,-6328,4097,-5431,1408,-4166,-280,-2876,-1176,-1755,-1505,-886,-1475,-280,-1250,96,-948,290,-647,1
1,0,58459,-35526,1,35338,75376,-564,82519,19361,50188,-27632,65977,6391,69737,14662,72368,-42669,76128,4511,66917,20489,84774,-40977,64850,-4699,56836,-10571,52820,-13346,15602,-12218,44767,-10309,1
1,0,83609,13215,72171,6059,65829,8315,23888,12961,43837,20330,49418,12686,44747,13507,29352,2922,48158,15756,32835,14616,29495,14638,26436,14530,23641,14314,26429,16137,18767,13632,16655,13198,1
1,0,94080,11933,85738,1038,85124,1546,76966,-278,84459,10916,83289,3027,82680,3506,74838,1943,80019,2405,80862,4901,80259,5352,77336,2220,79058,6235,85939,9251,77863,7090,77269,7508,1
1,0,87111,4326,79946,18297,99009,29292,89455,-8337,88598,-2028,90446,-26724,89410,19964,88644,-4642,84452,-991,97882,-34024,78954,-25101,86661,-9193,85967,-2908,78774,-4101,75935,21812,88238,9193,1
1,0,74916,2549,98994,9792,75855,12877,74313,-9188,95842,2482,97921,-469,96110,10195,91482,3756,71026,2683,81221,-8048,1,0,71764,-1207,82271,2552,72435,-1073,90409,11066,72837,2750,1
1,0,47337,19527,6213,-18343,62316,1006,45562,-4438,56509,1775,44675,27515,71598,-3846,55621,12426,41420,11538,52767,2842,51183,-10651,47929,-2367,46514,3259,53550,25148,31953,-14497,34615,-296,1
1,0,59887,14689,69868,-13936,85122,-13936,80979,2448,50471,2825,67420,-4520,80791,-13748,51412,-24482,81544,-14313,70245,-377,33333,6215,56121,-33145,61444,-16837,52731,-2072,53861,-31262,67420,-22034,1
1,0,84713,-3397,86412,-8493,81953,0,73673,-7643,71975,-13588,74947,-11677,77495,-18684,78132,-21231,61996,-10191,79193,-15711,89384,-3397,84926,-26115,74115,-23312,66242,-22293,72611,-37792,65817,-24841,1
1,0,87772,-8152,83424,7337,84783,4076,77174,-2174,77174,-5707,82337,-10598,67935,-543,88043,-20924,83424,3261,86413,-5978,97283,-27989,85054,-18750,83705,-10211,85870,-3261,78533,-10870,79076,-543,1
1,0,74704,-13241,53755,16996,72727,9486,69565,-11067,66798,-23518,87945,-19170,73715,4150,63043,-395,63636,-11858,79249,-25296,66403,-28656,67194,-10474,61847,-12041,60079,-20949,37549,6917,61067,-1383,1
1,0,46785,11308,58980,665,55432,6874,47894,-13969,52993,1330,63858,-16186,67849,-3326,54545,-13525,52993,-4656,47894,-19512,50776,-13525,41463,-20177,53930,-11455,59867,-2882,53659,-11752,56319,-4435,1
1,0,88116,27475,72125,42881,61559,63662,38825,90502,9831,96128,-20097,89200,-35737,77500,-65114,62210,-78768,45535,-81856,19095,-83943,-8079,-78334,-26356,-67557,-45511,-54732,-60858,-30512,-66700,-19312,-75597,1
1,0,93147,29282,79917,55756,59952,71596,26203,92651,4636,96748,-23237,95130,-55926,81018,-73329,62385,-90995,36200,-92254,6040,-93618,-19838,-83192,-46906,-65165,-69556,-41223,-85725,-13590,-93953,10007,-94823,1
1,0,88241,30634,73232,57816,34109,58527,5717,1,-9238,92118,-62403,71996,-69767,32558,-81422,41195,-1,-775,-78973,-41085,-76901,-45478,-57242,-67605,-31610,-81876,-2979,-86841,25392,-82127,194,-81686,1
1,0,83479,28993,69256,47702,49234,68381,21991,86761,-8096,85011,-35558,77681,-52735,58425,-70350,31291,-75821,3939,-71225,-15317,-58315,-39168,-37199,-52954,-16950,-60863,8425,-61488,25164,-48468,40591,-35339,1
1,0,92870,33164,76168,62349,49305,84266,21592,95193,-13956,96167,-47202,83590,-70747,65490,-87474,36750,-91814,5595,-89824,-26173,-73969,-54069,-50757,-74735,-22323,-86122,7810,-87159,36021,-78057,59407,-60270,1
1,0,83367,31456,65541,57671,34962,70677,17293,78947,-18976,79886,-41729,66541,-68421,47744,-74725,19492,-72180,-4887,-62030,-28195,-49165,-53463,-26577,-66014,-1530,-69706,22708,-64428,43100,-51206,64662,-30075,1
1,0,98455,-2736,98058,-4104,1,-7635,98720,1456,95278,-2604,98500,-7458,99382,-7149,97396,-9532,97264,-12224,99294,-5252,95278,-8914,97352,-8341,96653,-12912,93469,-14916,97132,-15755,96778,-18800,1
1,0,94052,-1531,94170,1001,94994,-1472,95878,-1060,94641,-3710,97173,-1767,97055,-3887,95465,-4064,95230,-4711,94229,-2179,92815,-4417,92049,-4476,92695,-5827,90342,-7479,91991,-7244,92049,-7420,1
1,0,97032,-14384,91324,-228,96575,-17123,98630,18265,91781,228,93607,-8447,91324,-228,86758,-8676,97032,-21233,1,10274,92009,-5251,92466,6849,94043,-9252,97032,-20091,85388,-8676,96575,-21918,1
1,0,52542,-3390,94915,8475,52542,-16949,30508,-1695,50847,-13559,64407,28814,83051,-35593,54237,1695,55932,3390,59322,30508,86441,5085,40678,15254,67287,-266,66102,-3390,83051,-15254,76271,-10169,1
1,0,33333,-25000,44444,22222,38889,16667,41667,13889,5,-11111,54911,-8443,58333,33333,55556,2778,25000,-19444,47222,-5556,52778,-2778,38889,8333,41543,-14256,19444,-13889,36924,-14809,8333,-5,1
1,0,51207,1,1,53810,71178,80833,45622,46427,33081,1,21249,1,-17416,1,-33081,98722,-61382,1,-52674,71699,-88500,47894,-1,35175,-1,9569,-1,-16713,-1,-42226,-91903,-65557,1
1,0,75564,49638,83550,54301,54916,72063,35225,70792,13469,94749,-9818,93778,-37604,82223,-52742,71161,-68358,67989,-70163,24956,-79147,2995,-98988,-29099,-70352,-32792,-63312,-19185,-34131,-60454,-19609,-62956,1
1,0,83789,42904,72113,58385,45625,78115,16470,82732,-13012,86947,-46177,78497,-59435,52070,-78470,26529,-84014,3928,-62041,-31351,-47412,-48905,-37298,-67796,-5054,-62691,14690,-45911,37093,-39167,48319,-24313,1
1,0,93658,35107,75254,65640,45571,88576,15323,95776,-21775,96301,-56535,83397,-78751,58045,-93104,26020,-93641,-6418,-87028,-40949,-65079,-67464,-36799,-84951,-4578,-91221,27330,-85762,54827,-69613,74828,-44173,1
1,0,92436,36924,71976,68420,29303,94078,-11108,76527,-31605,92453,-66616,78766,-92145,42314,-94315,9585,-1,3191,-66431,-66278,-46010,-78174,-13486,-88082,19765,-85137,48904,-70247,69886,-46048,76066,-13194,1
1,0,1,16195,1,-5558,1,1373,1,-12352,1,-1511,1,-1731,1,-6374,1,-7157,1,5900,1,-10108,1,-2685,1,-22978,1,-6823,1,8299,1,-14194,1,-7439,1
1,0,95559,-155,86421,-13244,94982,-461,82809,-51171,92441,10368,1,-14247,99264,-2542,95853,-15518,84013,61739,1,-16321,87492,-8495,85741,-1664,84132,-1769,82427,-1867,80634,-1957,78761,-2039,1
1,0,79378,29492,64064,52312,41319,68158,14177,83548,-16831,78772,-42911,72328,-57165,41471,-75436,16755,-69977,-9856,-57695,-23503,-40637,-38287,-17437,-52540,1523,-48707,19030,-38059,31008,-23199,34572,-8036,1
1,0,88085,35232,68389,65128,34816,79784,5832,90842,-29784,86490,-62635,69590,-77106,39309,-85803,8408,-81641,-24017,-64579,-50022,-39766,-68337,-11147,-75533,17041,-71504,40675,-57649,56626,-36765,62765,-13305,1
1,0,89589,39286,66129,71804,29521,90824,-4787,94415,-45725,84605,-77660,58511,-92819,25133,-92282,-15315,-76064,-48404,-50931,-76197,-14895,-88591,21581,-85703,53229,-68593,74846,-40656,83142,-7029,76862,27926,1
1,0,1,-24051,1,-20253,87342,-10127,88608,1266,1,11392,92405,6329,84810,-3797,63291,-36709,87342,-1266,93671,6329,1,25316,62025,-37975,84637,-5540,1,-6329,53165,2532,83544,-2532,1
1,0,74790,840,83312,1659,82638,2469,86555,1681,60504,5882,79093,4731,77441,5407,64706,19328,84034,4202,71285,7122,68895,7577,66387,8403,63728,8296,61345,1681,58187,8757,55330,8891,1
1,0,85013,1809,92211,1456,92046,2180,92765,8010,87597,11370,91161,4320,90738,5018,87339,2842,95866,0,89097,7047,88430,7697,83721,10853,86923,8950,87597,8786,85198,10134,84258,10698,1
1,0,1,-1179,1,-343,1,-1565,1,-1565,1,-2809,1,-2187,99828,-3087,99528,-3238,99314,-3452,1,-3881,1,-5039,1,-4931,99842,-5527,99400,-6304,99057,-6497,98971,-6668,1
1,0,89505,-3168,87525,5545,89505,1386,92871,2772,91287,-990,94059,-1584,91881,3366,93663,0,94257,1386,90495,792,88713,-1782,89307,2376,89002,1611,88119,198,87327,4158,86733,2376,1
1,0,90071,1773,1,-1773,90071,709,84752,5674,1,3546,97872,1064,97518,3546,1,-3191,89716,-3191,86170,7801,1,9220,90071,4610,94305,3247,94681,2482,1,1064,93617,2128,1
1,0,39394,-24242,62655,1270,45455,9091,63636,9091,21212,-21212,57576,15152,39394,0,56156,4561,51515,3030,78788,18182,30303,-15152,48526,5929,46362,6142,33333,-3030,41856,6410,39394,24242,1
1,0,86689,35950,72014,66667,37201,83049,8646,85893,-24118,86121,-51763,67577,-68714,41524,-77019,9898,-69397,-13652,-49488,-42207,-32537,-57679,-2844,-59954,15360,-53127,32309,-37088,46189,-19681,40956,1820,1
1,0,89563,37917,67311,69438,35916,88696,-4193,93345,-38875,84414,-67274,62078,-82680,30356,-86150,-5365,-73564,-34275,-51778,-62443,-23428,-73855,6911,-73856,33531,-62296,52414,-42086,61217,-17343,60073,8660,1
1,0,90547,41113,65354,74761,29921,95905,-13342,97820,-52236,83263,-79657,55086,-96631,15192,-93001,-25554,-71863,-59379,-41546,-85205,-2250,-93788,36318,-85368,67538,-61959,85977,-28123,88654,9800,75495,46301,1
1,0,1,1,36700,6158,12993,92713,-27586,93596,-31527,37685,-87192,36946,-92857,-8867,-38916,-34236,-46552,-82512,-5419,-93596,25616,-20443,73792,-45950,85471,-6831,1,1,38670,246,17758,79790,1
1,0,1,51515,45455,33333,6061,36364,-32104,73062,-45455,48485,-57576,0,-57576,-12121,-33333,-48485,-9091,-84848,48485,-57576,57576,-42424,1,-39394,72961,12331,96970,57576,24242,36364,9091,33333,1
1,0,88110,0,94817,-2744,93598,-1220,90244,1829,90244,1829,93902,915,95732,305,1,2744,94207,-1220,90854,2439,91463,5488,99695,4878,89666,2226,90854,915,1,5488,97561,-1220,1
1,0,82624,8156,79078,-8156,90426,-1773,92908,1064,80142,8865,94681,-709,94326,0,93262,20213,95035,-709,91489,709,80496,7092,91135,15957,89527,8165,77660,6738,92553,18085,92553,0,1
1,0,74468,10638,88706,982,88542,1471,87234,-1418,73050,10638,87657,2912,87235,3382,95745,7801,95035,4255,85597,4743,84931,5178,87234,11348,83429,6014,74468,-3546,81710,6800,80774,7173,1
1,0,87578,3727,89951,343,89210,510,86335,0,95031,7453,87021,994,86303,1151,83851,-6211,85714,2484,84182,1603,83486,1749,79503,-4348,82111,2033,81988,8696,80757,2308,80088,2441,1
1,0,97513,710,98579,1954,1,1954,99290,1599,95737,2309,97158,3552,1,3730,97869,2131,98579,5684,97158,4796,94494,5506,98401,3552,97540,6477,94849,8171,99112,6217,98934,9947,1
1,0,1,1105,1,1105,1,2320,99448,-1436,99448,-221,98343,2320,1,884,97569,773,97901,1657,98011,663,98122,2099,97127,-663,98033,1600,97901,1547,98564,2099,98674,2762,1
1,0,1,-1342,1,1566,1,-224,1,6264,97763,4474,95973,2908,1,6488,98881,3356,1,3579,99776,9396,95749,7383,1,10067,99989,8763,99105,8501,1,10067,1,10067,1
1,0,88420,36724,67123,67382,39613,86399,2424,93182,-35148,83713,-60316,58842,-78658,38778,-83285,-642,-69318,-32963,-52504,-53924,-27377,-68126,806,-69774,26028,-60678,44569,-43383,54209,-21542,56286,2823,1
1,0,90147,41786,64131,75725,30440,95148,-20449,96534,-55483,81191,-81857,50949,-96986,10345,-91456,-31412,-70163,-65461,-32354,-88999,5865,-94172,44483,-82154,74105,-55231,89415,-18725,87893,20359,70555,54852,1
1,0,32789,11042,15970,29308,14020,74485,-25131,91993,-16503,26664,-63714,24865,-97650,-337,-23227,-19909,-30522,-48886,-14426,-89991,9345,-28916,28307,-18560,39599,-11498,31005,5614,21443,20540,13376,26422,1
1,0,65845,43617,44681,74804,5319,85106,-32027,82139,-68253,52408,-84211,7111,-82811,-28723,-47032,-71725,-4759,-86002,23292,-76316,56663,-52128,74300,-18645,74758,23713,45185,59071,20549,76764,-18533,74356,1
1,0,19466,5725,4198,25191,-10557,48866,-18321,-18321,-41985,6107,-45420,9160,-16412,-30534,-10305,-39695,18702,-17557,34012,-11953,28626,-16031,21645,24692,3913,31092,-3817,26336,-16794,16794,-30153,-33588,1
1,0,98002,75,1,0,98982,-75,94721,2394,97700,2130,97888,3073,99170,2338,93929,5713,93552,5279,97738,5524,1,6241,94155,8107,96709,7255,95701,8088,98190,8126,97247,8616,1
1,0,82254,-7572,80462,231,87514,-1214,86821,-7514,72832,-11734,84624,5029,83121,-7399,74798,6705,78324,6358,86763,-2370,78844,-6012,74451,-2370,76717,-2731,74046,-7630,70058,-4220,78439,1214,1
1,0,35346,-13768,69387,-2423,68195,-3574,55717,-6119,61836,-10467,62099,-6527,59361,-7289,42271,-26409,58213,4992,49736,-8771,46241,-8989,45008,-564,39146,-9038,35588,-10306,32232,-8637,28943,-8300,1
1,0,76046,1092,86335,258,85821,384,79988,2304,81504,12068,83096,744,81815,854,82777,-6974,76531,3881,76979,1148,75071,1232,77138,-303,70886,1375,66161,849,66298,1484,63887,1525,1
1,0,66667,-1366,97404,6831,49590,50137,75683,-273,65164,-14071,40164,-48907,39208,58743,76776,31831,78552,11339,47541,-44945,1,683,60656,6967,68656,17088,87568,7787,55328,24590,13934,48087,1
1,0,83508,8298,73739,-14706,84349,-5567,90441,-4622,89391,13130,81197,6723,79307,-8929,1,-2101,96639,6618,87605,1155,77521,6618,95378,-4202,83479,123,1,12815,86660,-10714,90546,-4307,1
1,0,95113,419,95183,-2723,93438,-1920,94590,1606,96510,3281,94171,7330,94625,-1326,97173,140,94834,6038,92670,8412,93124,10087,94520,1361,93522,4925,93159,8168,94066,-35,91483,4712,1
1,0,94701,-34,93207,-3227,95177,-3431,95584,2446,94124,1766,92595,4688,93954,-1461,94837,2004,93784,1393,91406,7677,89470,6148,93988,3193,92489,2542,92120,2242,92459,442,92697,-577,1
1,0,90608,-1657,98122,-1989,95691,-3646,85746,110,89724,-3315,89061,-1436,90608,-4530,91381,-884,80773,-12928,88729,1215,92155,-2320,91050,-2099,89147,-7760,82983,-17238,96022,-3757,87403,-16243,1
1,0,84710,13533,73638,-6151,87873,8260,88928,-9139,78735,6678,80668,-351,79262,-1054,85764,-4569,87170,-3515,81722,-9490,71002,4394,86467,-15114,81147,-4822,78207,-703,75747,-6678,85764,-6151,1
